time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,year
2016-09-24,19.7,13.4,16.7,20.7,12.8,16.6,2016-09-24T05:41,2016-09-24T17:52,43871.34,40810.04,0.0,0.0,0.0,0.0,13.1,28.4,87,18.74,3.13,2016
2016-09-25,20.1,14.2,16.0,19.3,12.9,15.2,2016-09-25T05:40,2016-09-25T17:53,43997.4,33796.64,3.9,3.9,0.0,7.0,14.2,40.3,240,16.43,2.89,2016
2016-09-26,18.1,12.5,14.9,19.2,10.2,13.7,2016-09-26T05:38,2016-09-26T17:54,44123.26,41122.21,0.0,0.0,0.0,0.0,10.9,23.8,239,23.01,3.82,2016
2016-09-27,20.1,11.0,14.9,16.9,8.4,11.7,2016-09-27T05:37,2016-09-27T17:54,44248.86,41351.51,0.5,0.5,0.0,2.0,27.1,54.4,275,20.91,4.36,2016
2016-09-28,18.0,10.6,14.6,18.6,8.2,12.9,2016-09-28T05:36,2016-09-28T17:55,44374.09,41476.46,0.0,0.0,0.0,0.0,16.0,32.0,72,23.57,4.12,2016
2016-09-29,18.4,13.8,15.7,16.2,9.8,13.6,2016-09-29T05:34,2016-09-29T17:56,44498.9,18191.12,4.9,4.9,0.0,7.0,24.7,46.1,347,9.6,2.42,2016
2016-09-30,16.0,11.8,13.8,11.5,8.1,9.8,2016-09-30T05:33,2016-09-30T17:57,44623.2,41585.18,1.0,1.0,0.0,4.0,28.8,60.5,322,18.22,3.77,2016
2016-10-01,19.4,12.5,15.8,15.2,9.8,12.6,2016-10-01T05:31,2016-10-01T17:57,44746.91,41628.27,0.0,0.0,0.0,0.0,30.0,60.8,296,20.48,4.13,2016
2016-10-02,23.3,11.2,17.6,23.4,9.3,16.4,2016-10-02T05:30,2016-10-02T17:58,44870.7,41671.53,0.0,0.0,0.0,0.0,15.5,31.3,359,24.66,4.79,2016
2016-10-03,22.4,14.6,18.7,20.1,10.5,15.4,2016-10-03T05:29,2016-10-03T17:59,44995.02,41714.95,1.2,1.2,0.0,5.0,27.7,56.2,315,20.16,5.22,2016
2016-10-04,20.8,12.0,16.2,16.3,9.1,12.7,2016-10-04T05:27,2016-10-04T17:59,45119.77,41794.53,0.0,0.0,0.0,0.0,27.9,60.5,297,23.47,5.06,2016
2016-10-05,20.3,10.9,15.5,16.5,6.7,11.7,2016-10-05T05:26,2016-10-05T18:00,45244.89,41886.43,0.0,0.0,0.0,0.0,24.6,52.2,269,25.94,5.43,2016
2016-10-06,25.1,13.2,18.6,24.0,11.0,17.2,2016-10-06T05:25,2016-10-06T18:01,45370.27,41932.38,0.0,0.0,0.0,0.0,14.7,37.1,286,25.46,5.15,2016
2016-10-07,27.2,13.1,20.3,26.3,11.9,19.2,2016-10-07T05:23,2016-10-07T18:02,45495.83,40752.32,0.0,0.0,0.0,0.0,15.8,45.4,301,24.81,5.4,2016
2016-10-08,20.1,15.4,17.5,19.6,12.7,15.6,2016-10-08T05:22,2016-10-08T18:02,45621.5,25898.76,0.2,0.2,0.0,1.0,24.6,50.4,177,13.74,3.06,2016
2016-10-09,20.1,14.1,17.2,18.5,12.8,15.5,2016-10-09T05:21,2016-10-09T18:03,45747.16,36908.85,0.0,0.0,0.0,0.0,20.7,40.3,42,18.27,3.74,2016
2016-10-10,29.9,16.3,21.8,29.1,13.0,20.0,2016-10-10T05:19,2016-10-10T18:04,45872.75,42406.91,0.0,0.0,0.0,0.0,24.5,54.7,303,25.25,6.47,2016
2016-10-11,19.0,12.5,15.1,15.9,8.6,11.7,2016-10-11T05:18,2016-10-11T18:05,45998.16,42544.95,0.5,0.5,0.0,2.0,20.5,52.2,250,26.27,5.17,2016
2016-10-12,20.4,10.7,15.2,19.7,8.3,13.2,2016-10-12T05:17,2016-10-12T18:06,46123.32,42253.49,0.0,0.0,0.0,0.0,12.3,25.2,253,23.12,4.32,2016
2016-10-13,15.6,12.6,14.2,12.5,9.1,10.9,2016-10-13T05:16,2016-10-13T18:06,46248.12,42160.22,0.0,0.0,0.0,0.0,22.7,54.4,184,18.58,3.37,2016
2016-10-14,18.6,11.8,15.3,18.7,9.8,13.8,2016-10-14T05:14,2016-10-14T18:07,46372.47,42809.68,0.0,0.0,0.0,0.0,16.4,35.6,152,24.29,4.2,2016
2016-10-15,23.1,11.4,17.8,23.2,10.3,16.6,2016-10-15T05:13,2016-10-15T18:08,46496.27,43452.53,0.0,0.0,0.0,0.0,15.5,33.1,356,27.42,5.27,2016
2016-10-16,26.8,14.7,21.0,25.6,12.8,19.0,2016-10-16T05:12,2016-10-16T18:09,46619.44,40981.79,0.0,0.0,0.0,0.0,20.3,48.6,352,27.08,6.44,2016
2016-10-17,21.5,14.6,18.3,19.4,12.1,15.9,2016-10-17T05:11,2016-10-17T18:10,46741.87,15807.66,2.8,2.8,0.0,8.0,20.5,54.0,302,9.5,3.3,2016
2016-10-18,24.7,12.5,18.3,22.0,10.3,15.8,2016-10-18T05:09,2016-10-18T18:10,46863.46,43917.19,0.0,0.0,0.0,0.0,25.1,55.4,310,26.17,5.76,2016
2016-10-19,21.5,14.6,17.2,19.2,12.3,15.0,2016-10-19T05:08,2016-10-19T18:11,46984.12,42528.09,0.0,0.0,0.0,0.0,19.1,41.4,219,25.47,5.06,2016
2016-10-20,19.3,13.3,16.9,16.1,12.6,15.0,2016-10-20T05:07,2016-10-20T18:12,47103.74,38169.23,0.5,0.5,0.0,4.0,22.6,46.8,50,15.26,3.34,2016
2016-10-21,25.6,15.2,20.2,25.3,15.6,20.3,2016-10-21T05:06,2016-10-21T18:13,47222.21,40664.15,2.8,2.8,0.0,3.0,18.1,38.5,0,24.78,4.85,2016
2016-10-22,18.9,13.0,16.4,20.5,9.0,15.5,2016-10-22T05:05,2016-10-22T18:14,47340.28,22348.99,7.2,7.2,0.0,15.0,17.2,40.3,231,13.1,2.68,2016
2016-10-23,16.3,11.3,13.8,13.4,7.4,10.5,2016-10-23T05:04,2016-10-23T18:15,47458.44,44491.41,0.0,0.0,0.0,0.0,21.5,51.5,207,23.45,4.2,2016
2016-10-24,19.0,11.3,14.8,19.0,9.7,13.5,2016-10-24T05:02,2016-10-24T18:15,47576.59,44604.84,0.0,0.0,0.0,0.0,17.5,40.7,176,28.41,4.54,2016
2016-10-25,22.9,9.9,17.2,23.7,8.5,16.9,2016-10-25T05:01,2016-10-25T18:16,47694.63,44718.03,0.0,0.0,0.0,0.0,8.7,23.8,333,28.86,5.0,2016
2016-10-26,26.1,12.8,20.1,26.1,11.9,19.4,2016-10-26T05:00,2016-10-26T18:17,47812.46,44581.4,0.0,0.0,0.0,0.0,11.4,31.3,323,22.01,4.69,2016
2016-10-27,20.0,15.5,17.9,20.9,14.2,16.9,2016-10-27T04:59,2016-10-27T18:18,47929.95,41710.09,1.0,1.0,0.0,3.0,21.6,48.6,154,22.46,3.95,2016
2016-10-28,18.4,14.8,16.8,18.2,14.1,16.6,2016-10-28T04:58,2016-10-28T18:19,48047.0,4170.59,1.5,1.5,0.0,10.0,11.9,25.6,140,8.39,1.84,2016
2016-10-29,21.0,17.1,19.4,21.8,17.7,20.0,2016-10-29T04:57,2016-10-29T18:20,48163.51,43403.46,1.9,1.9,0.0,7.0,19.5,45.0,57,16.92,2.97,2016
2016-10-30,26.0,18.3,21.3,25.4,19.8,21.9,2016-10-30T04:56,2016-10-30T18:21,48279.36,33553.68,5.0,5.0,0.0,7.0,23.8,58.0,356,17.82,3.7,2016
2016-10-31,20.4,14.6,17.8,20.1,12.2,16.2,2016-10-31T04:55,2016-10-31T18:22,48394.42,45385.98,0.0,0.0,0.0,0.0,15.4,33.5,230,30.16,5.44,2016
2016-11-01,21.6,12.6,16.6,22.1,10.0,15.4,2016-11-01T04:54,2016-11-01T18:23,48508.58,45494.47,0.0,0.0,0.0,0.0,16.8,37.4,218,28.26,5.12,2016
2016-11-02,22.1,13.1,17.5,24.1,11.7,16.8,2016-11-02T04:53,2016-11-02T18:23,48621.73,45601.87,0.0,0.0,0.0,0.0,15.1,34.2,52,29.74,5.33,2016
2016-11-03,23.6,12.3,18.8,26.0,12.0,19.4,2016-11-03T04:52,2016-11-03T18:24,48733.73,45708.05,0.0,0.0,0.0,0.0,15.4,38.2,77,29.28,5.18,2016
2016-11-04,26.3,15.1,21.2,27.5,15.8,21.3,2016-11-04T04:51,2016-11-04T18:25,48844.47,45765.18,0.0,0.0,0.0,0.0,13.0,29.5,293,30.16,6.04,2016
2016-11-05,23.0,16.3,20.7,19.6,12.7,17.0,2016-11-05T04:50,2016-11-05T18:26,48953.8,45815.99,0.0,0.0,0.0,0.0,28.0,56.5,275,30.82,7.64,2016
2016-11-06,22.4,14.7,18.0,22.2,11.2,15.8,2016-11-06T04:50,2016-11-06T18:27,49061.62,45865.19,0.0,0.0,0.0,0.0,16.8,39.6,290,30.41,6.13,2016
2016-11-07,28.5,14.4,22.1,29.7,13.4,21.7,2016-11-07T04:49,2016-11-07T18:28,49167.78,45912.68,0.0,0.0,0.0,0.0,10.7,41.4,332,29.99,6.35,2016
2016-11-08,26.4,18.0,21.1,27.0,17.1,20.9,2016-11-08T04:48,2016-11-08T18:29,49272.14,36223.59,0.0,0.0,0.0,0.0,19.7,38.9,143,20.62,4.42,2016
2016-11-09,20.9,17.0,18.6,20.8,17.4,19.0,2016-11-09T04:47,2016-11-09T18:30,49374.58,29020.67,6.6,6.6,0.0,12.0,14.8,36.4,152,15.22,2.84,2016
2016-11-10,22.6,15.9,18.9,26.3,17.5,20.6,2016-11-10T04:46,2016-11-10T18:31,49474.95,44819.65,0.6,0.6,0.0,4.0,14.9,33.8,104,25.0,4.34,2016
2016-11-11,21.7,15.3,19.2,22.8,16.2,19.8,2016-11-11T04:46,2016-11-11T18:32,49573.98,44848.07,0.0,0.0,0.0,0.0,18.2,41.8,97,20.99,3.69,2016
2016-11-12,29.6,19.1,23.6,33.1,20.1,24.8,2016-11-12T04:45,2016-11-12T18:33,49672.2,39637.96,11.5,11.5,0.0,9.0,19.2,49.3,331,25.14,5.45,2016
2016-11-13,27.3,16.7,21.6,25.5,13.9,19.7,2016-11-13T04:44,2016-11-13T18:34,49769.5,46247.09,0.0,0.0,0.0,0.0,29.6,60.1,291,31.35,7.32,2016
2016-11-14,20.7,15.5,17.5,19.9,12.6,15.4,2016-11-14T04:44,2016-11-14T18:35,49865.75,44229.47,2.2,2.2,0.0,7.0,21.7,48.2,226,22.4,4.61,2016
2016-11-15,19.5,15.2,17.0,19.4,14.2,16.0,2016-11-15T04:43,2016-11-15T18:36,49960.84,46321.0,0.0,0.0,0.0,0.0,15.7,38.2,149,21.92,3.95,2016
2016-11-16,21.5,12.2,17.9,22.7,11.8,17.4,2016-11-16T04:42,2016-11-16T18:37,50054.64,46262.93,0.0,0.0,0.0,0.0,17.9,38.5,141,27.79,4.87,2016
2016-11-17,22.5,16.3,19.1,24.3,16.8,19.2,2016-11-17T04:42,2016-11-17T18:38,50147.06,46517.71,0.0,0.0,0.0,0.0,18.4,39.6,57,27.1,4.89,2016
2016-11-18,29.5,16.5,23.2,33.7,16.9,24.0,2016-11-18T04:41,2016-11-18T18:39,50237.96,46483.76,0.0,0.0,0.0,0.0,16.1,33.5,20,30.71,6.52,2016
2016-11-19,22.6,17.7,20.2,24.2,18.1,20.6,2016-11-19T04:41,2016-11-19T18:40,50327.21,46366.3,0.0,0.0,0.0,0.0,16.1,37.1,144,25.74,4.49,2016
2016-11-20,24.5,16.6,20.4,26.9,17.4,21.6,2016-11-20T04:40,2016-11-20T18:41,50414.69,46378.72,0.0,0.0,0.0,0.0,15.0,38.9,73,28.58,5.13,2016
2016-11-21,27.8,18.2,23.5,32.2,20.3,26.2,2016-11-21T04:40,2016-11-21T18:41,50500.27,46404.67,0.5,0.5,0.0,2.0,13.8,36.7,39,27.24,5.3,2016
2016-11-22,29.6,20.2,24.4,33.0,21.8,25.8,2016-11-22T04:39,2016-11-22T18:42,50583.83,46672.04,0.0,0.0,0.0,0.0,18.3,39.6,39,28.57,6.1,2016
2016-11-23,28.8,17.0,21.2,32.5,16.2,22.8,2016-11-23T04:39,2016-11-23T18:43,50665.23,42141.51,0.9,0.9,0.0,2.0,21.4,54.0,163,25.51,5.0,2016
2016-11-24,21.5,14.7,17.9,21.9,12.1,16.4,2016-11-24T04:39,2016-11-24T18:44,50744.34,47256.34,0.0,0.0,0.0,0.0,18.3,43.2,184,32.53,5.91,2016
2016-11-25,23.5,14.8,18.7,24.3,14.3,18.3,2016-11-25T04:38,2016-11-25T18:45,50821.01,47292.27,0.0,0.0,0.0,0.0,18.6,49.3,114,31.97,5.69,2016
2016-11-26,23.7,16.8,20.1,24.6,17.4,20.5,2016-11-26T04:38,2016-11-26T18:46,50895.14,47420.93,0.0,0.0,0.0,0.0,19.9,43.9,79,25.11,4.58,2016
2016-11-27,21.0,18.3,19.8,21.2,18.1,19.8,2016-11-27T04:38,2016-11-27T18:47,50966.55,39846.84,2.5,2.5,0.0,9.0,18.0,43.2,108,17.94,3.45,2016
2016-11-28,26.3,19.4,22.4,29.5,20.6,24.6,2016-11-28T04:37,2016-11-28T18:48,51035.14,42638.39,0.0,0.0,0.0,0.0,17.8,38.9,49,26.32,5.01,2016
2016-11-29,22.4,18.6,20.2,24.3,19.1,20.9,2016-11-29T04:37,2016-11-29T18:49,51100.75,45051.45,0.2,0.2,0.0,1.0,18.7,46.8,154,23.02,4.05,2016
2016-11-30,24.7,17.5,20.8,26.8,18.7,21.8,2016-11-30T04:37,2016-11-30T18:50,51163.24,46922.39,0.0,0.0,0.0,0.0,17.7,38.9,66,24.52,4.5,2016
2016-12-01,28.1,16.7,23.1,30.5,18.0,24.4,2016-12-01T04:37,2016-12-01T18:51,51223.13,44679.76,0.0,0.0,0.0,0.0,17.3,38.5,33,28.08,5.92,2016
2016-12-02,30.5,18.9,25.1,33.6,20.5,26.1,2016-12-02T04:37,2016-12-02T18:51,51280.82,39538.12,0.0,0.0,0.0,0.0,19.7,46.8,249,27.9,6.28,2016
2016-12-03,24.1,19.3,21.2,25.1,20.2,21.8,2016-12-03T04:37,2016-12-03T18:52,51336.21,44966.66,0.0,0.0,0.0,0.0,18.7,40.3,130,21.63,4.15,2016
2016-12-04,26.6,17.8,22.2,30.3,19.6,24.2,2016-12-04T04:37,2016-12-04T18:53,51389.25,48055.6,0.0,0.0,0.0,0.0,18.3,41.0,70,28.35,5.27,2016
2016-12-05,29.6,20.4,24.6,33.9,23.0,27.6,2016-12-05T04:37,2016-12-05T18:54,51439.85,36000.0,0.8,0.8,0.0,3.0,19.2,33.8,172,21.82,4.64,2016
2016-12-06,23.6,19.3,21.6,27.0,21.0,24.2,2016-12-06T04:37,2016-12-06T18:55,51487.96,4952.06,8.8,8.8,0.0,17.0,16.2,35.6,166,8.6,1.83,2016
2016-12-07,22.0,19.0,20.6,25.1,20.4,21.5,2016-12-07T04:37,2016-12-07T18:56,51533.49,46884.67,3.0,3.0,0.0,12.0,17.9,41.0,92,20.89,3.75,2016
2016-12-08,27.9,19.3,23.8,29.9,21.0,25.5,2016-12-08T04:37,2016-12-08T18:56,51576.37,47983.29,0.1,0.1,0.0,1.0,17.1,45.0,10,27.37,5.64,2016
2016-12-09,23.7,17.6,20.2,22.4,14.5,18.1,2016-12-09T04:37,2016-12-09T18:57,51616.54,48399.07,0.0,0.0,0.0,0.0,24.2,56.2,237,32.82,6.97,2016
2016-12-10,22.0,16.5,19.4,21.4,16.7,18.9,2016-12-10T04:37,2016-12-10T18:58,51653.92,47944.5,0.9,0.9,0.0,5.0,20.7,45.7,77,21.32,4.12,2016
2016-12-11,24.0,19.0,21.4,26.1,19.7,22.3,2016-12-11T04:37,2016-12-11T18:59,51688.45,48464.91,0.1,0.1,0.0,1.0,18.7,41.0,79,24.67,4.63,2016
2016-12-12,26.0,19.9,22.9,29.2,21.6,24.5,2016-12-12T04:38,2016-12-12T18:59,51720.05,48493.77,0.2,0.2,0.0,2.0,19.3,41.8,56,27.4,5.35,2016
2016-12-13,32.4,20.9,27.0,33.4,22.7,27.7,2016-12-13T04:38,2016-12-13T19:00,51748.65,48519.86,0.0,0.0,0.0,0.0,17.1,47.9,318,27.14,6.76,2016
2016-12-14,35.1,20.3,27.8,34.0,21.9,26.7,2016-12-14T04:38,2016-12-14T19:01,51774.2,39270.93,2.1,2.1,0.0,4.0,27.2,58.3,291,24.93,8.15,2016
2016-12-15,20.2,17.7,18.4,22.0,16.9,18.2,2016-12-15T04:38,2016-12-15T19:02,51796.61,0.0,7.7,7.7,0.0,24.0,19.2,36.0,144,3.88,1.35,2016
2016-12-16,21.2,18.1,19.7,24.2,19.0,21.7,2016-12-16T04:39,2016-12-16T19:02,51815.83,4737.32,23.4,23.4,0.0,17.0,10.7,38.9,166,8.39,1.65,2016
2016-12-17,28.7,18.9,24.1,30.6,16.9,25.3,2016-12-17T04:39,2016-12-17T19:03,51831.8,48595.18,0.0,0.0,0.0,0.0,28.6,57.2,277,29.42,6.18,2016
2016-12-18,18.6,17.6,18.1,17.3,15.7,16.6,2016-12-18T04:39,2016-12-18T19:03,51844.44,6167.32,1.8,1.8,0.0,11.0,23.0,58.7,149,10.0,2.77,2016
2016-12-19,21.0,17.3,19.1,19.6,17.2,18.3,2016-12-19T04:40,2016-12-19T19:04,51853.7,43445.51,0.7,0.7,0.0,4.0,21.2,42.8,56,18.9,3.81,2016
2016-12-20,28.6,17.1,23.0,31.4,17.6,24.3,2016-12-20T04:40,2016-12-20T19:04,51859.52,48619.73,0.0,0.0,0.0,0.0,13.1,41.8,349,30.07,5.95,2016
2016-12-21,23.8,18.5,20.9,26.5,19.4,21.5,2016-12-21T04:41,2016-12-21T19:05,51861.93,47707.7,0.1,0.1,0.0,1.0,21.9,53.6,137,31.32,5.58,2016
2016-12-22,22.1,18.8,20.4,21.7,18.9,20.3,2016-12-22T04:41,2016-12-22T19:05,51861.01,18510.77,0.3,0.3,0.0,3.0,15.3,31.7,83,13.19,3.16,2016
2016-12-23,23.0,19.0,21.2,22.8,20.1,21.5,2016-12-23T04:42,2016-12-23T19:06,51856.79,40945.82,0.0,0.0,0.0,0.0,20.9,43.9,49,18.56,3.75,2016
2016-12-24,26.0,19.1,22.3,30.6,21.2,25.0,2016-12-24T04:42,2016-12-24T19:06,51849.32,33409.02,0.1,0.1,0.0,1.0,14.3,32.0,64,22.36,4.35,2016
2016-12-25,25.6,19.7,22.7,28.0,22.6,24.5,2016-12-25T04:43,2016-12-25T19:07,51838.62,47819.35,0.6,0.6,0.0,3.0,20.9,45.7,53,26.02,4.99,2016
2016-12-26,28.4,20.2,24.0,31.8,22.5,26.0,2016-12-26T04:43,2016-12-26T19:07,51824.76,48589.02,0.0,0.0,0.0,0.0,20.6,43.9,39,27.49,5.7,2016
2016-12-27,26.3,21.3,23.6,29.8,23.3,26.0,2016-12-27T04:44,2016-12-27T19:07,51807.76,48573.54,0.0,0.0,0.0,0.0,15.1,33.5,97,24.61,4.71,2016
2016-12-28,28.6,20.7,24.3,32.7,22.9,26.5,2016-12-28T04:45,2016-12-28T19:08,51787.67,44467.88,0.0,0.0,0.0,0.0,20.1,47.2,51,27.73,5.78,2016
2016-12-29,33.3,22.6,27.1,35.3,24.8,28.7,2016-12-29T04:45,2016-12-29T19:08,51764.54,47102.64,0.0,0.0,0.0,0.0,15.5,33.8,355,24.18,6.03,2016
2016-12-30,32.7,22.5,27.4,34.2,25.9,29.4,2016-12-30T04:46,2016-12-30T19:08,51738.41,39854.54,0.1,0.1,0.0,1.0,19.0,46.1,328,20.18,5.4,2016
2016-12-31,27.2,21.5,24.7,30.0,24.1,27.3,2016-12-31T04:47,2016-12-31T19:09,51709.33,46672.32,0.1,0.1,0.0,1.0,18.7,47.2,156,24.11,4.44,2016
2017-01-01,26.3,21.1,23.1,29.1,23.5,25.7,2017-01-01T04:48,2017-01-01T19:09,51677.35,10960.33,1.0,1.0,0.0,4.0,14.9,32.8,72,12.57,2.69,2017
2017-01-02,22.9,20.2,21.5,24.6,19.7,21.3,2017-01-02T04:48,2017-01-02T19:09,51642.52,37554.9,2.2,2.2,0.0,9.0,28.8,59.0,171,21.6,4.15,2017
2017-01-03,23.6,18.5,20.5,23.3,17.7,20.0,2017-01-03T04:49,2017-01-03T19:09,51604.89,41780.15,3.9,3.9,0.0,14.0,28.5,61.6,171,22.62,4.24,2017
2017-01-04,24.0,18.9,21.2,25.3,18.8,21.4,2017-01-04T04:50,2017-01-04T19:09,51564.51,41582.28,2.2,2.2,0.0,7.0,17.3,39.6,118,25.58,5.07,2017
2017-01-05,23.8,19.3,21.6,25.0,21.2,23.1,2017-01-05T04:51,2017-01-05T19:09,51521.43,39886.95,1.7,1.7,0.0,10.0,15.3,34.2,72,16.86,3.24,2017
2017-01-06,25.1,19.0,22.0,26.2,21.0,23.2,2017-01-06T04:52,2017-01-06T19:09,51475.71,42882.18,0.4,0.4,0.0,4.0,18.9,41.4,73,20.31,3.96,2017
2017-01-07,24.9,17.9,22.0,27.4,19.0,22.7,2017-01-07T04:52,2017-01-07T19:10,51427.39,48223.28,1.2,1.2,0.0,4.0,23.7,48.2,56,27.3,5.16,2017
2017-01-08,28.2,17.5,23.1,31.4,18.5,24.1,2017-01-08T04:53,2017-01-08T19:09,51376.54,45582.52,0.0,0.0,0.0,0.0,27.5,55.4,33,30.92,6.2,2017
2017-01-09,28.7,20.0,24.1,31.5,22.0,26.3,2017-01-09T04:54,2017-01-09T19:09,51323.21,48126.77,0.0,0.0,0.0,0.0,18.1,38.5,68,30.05,6.02,2017
2017-01-10,32.6,21.5,25.9,37.3,24.3,28.6,2017-01-10T04:55,2017-01-10T19:09,51266.9,45126.43,0.1,0.1,0.0,1.0,16.3,33.5,42,24.64,5.5,2017
2017-01-11,37.1,21.8,27.9,40.0,23.9,30.3,2017-01-11T04:56,2017-01-11T19:09,51207.36,46079.68,0.0,0.0,0.0,0.0,32.9,76.0,196,25.04,6.04,2017
2017-01-12,26.4,22.2,23.7,29.1,23.2,24.9,2017-01-12T04:57,2017-01-12T19:09,51144.72,36500.29,0.8,0.8,0.0,4.0,19.5,42.1,116,22.84,4.82,2017
2017-01-13,31.5,20.9,26.0,34.3,23.0,28.3,2017-01-13T04:58,2017-01-13T19:09,51079.1,47902.03,0.0,0.0,0.0,0.0,28.8,59.0,33,26.97,5.79,2017
2017-01-14,31.7,22.4,26.8,33.3,23.2,28.8,2017-01-14T04:59,2017-01-14T19:09,51010.65,35132.23,0.4,0.4,0.0,2.0,21.0,46.4,146,22.61,5.38,2017
2017-01-15,25.1,21.7,22.9,26.1,22.6,23.7,2017-01-15T05:00,2017-01-15T19:08,50939.49,45133.93,2.2,2.2,0.0,10.0,19.6,43.6,100,22.59,4.59,2017
2017-01-16,27.0,18.8,23.4,29.0,20.9,24.4,2017-01-16T05:00,2017-01-16T19:08,50865.75,47704.99,0.0,0.0,0.0,0.0,28.0,56.9,37,28.49,5.58,2017
2017-01-17,35.6,19.7,27.6,40.7,22.1,30.4,2017-01-17T05:01,2017-01-17T19:08,50789.54,47634.48,0.0,0.0,0.0,0.0,23.4,43.2,20,28.2,6.9,2017
2017-01-18,36.5,20.9,26.9,35.8,19.8,26.7,2017-01-18T05:02,2017-01-18T19:08,50711.03,47561.75,0.0,0.0,0.0,0.0,32.8,68.8,181,27.42,7.05,2017
2017-01-19,22.4,20.5,21.3,21.2,19.4,20.6,2017-01-19T05:03,2017-01-19T19:07,50630.32,1781.9,0.9,0.9,0.0,5.0,20.3,41.0,85,10.6,3.24,2017
2017-01-20,29.7,21.0,24.2,31.8,19.5,24.9,2017-01-20T05:04,2017-01-20T19:07,50547.53,26833.24,19.3,19.3,0.0,12.0,32.5,62.6,353,13.04,3.63,2017
2017-01-21,23.4,19.2,21.2,24.6,16.6,20.0,2017-01-21T05:05,2017-01-21T19:06,50462.79,39562.63,0.2,0.2,0.0,1.0,30.9,58.3,174,29.1,6.2,2017
2017-01-22,25.0,18.6,22.1,26.2,19.9,22.3,2017-01-22T05:06,2017-01-22T19:06,50376.23,43699.79,0.0,0.0,0.0,0.0,25.3,50.4,67,24.92,5.13,2017
2017-01-23,28.9,19.4,24.3,32.1,20.9,25.1,2017-01-23T05:07,2017-01-23T19:06,50287.96,47168.58,0.0,0.0,0.0,0.0,31.0,58.0,32,29.4,6.32,2017
2017-01-24,36.7,20.7,28.4,38.3,20.3,28.6,2017-01-24T05:08,2017-01-24T19:05,50198.11,45702.38,1.4,1.4,0.0,5.0,26.8,69.1,253,22.36,7.12,2017
2017-01-25,23.8,19.3,21.4,24.7,19.8,21.9,2017-01-25T05:09,2017-01-25T19:05,50106.79,9749.65,6.8,6.8,0.0,3.0,17.0,37.8,148,11.04,2.79,2017
2017-01-26,23.7,18.7,21.6,24.5,20.7,23.0,2017-01-26T05:10,2017-01-26T19:04,50014.11,12410.26,0.0,0.0,0.0,0.0,16.9,37.8,170,13.48,2.8,2017
2017-01-27,24.8,20.3,22.3,27.7,20.3,23.5,2017-01-27T05:11,2017-01-27T19:03,49920.18,31075.61,0.1,0.1,0.0,1.0,18.6,37.4,136,19.38,3.94,2017
2017-01-28,29.7,18.5,24.5,34.4,20.7,26.8,2017-01-28T05:12,2017-01-28T19:03,49825.13,46468.25,0.0,0.0,0.0,0.0,21.9,45.0,29,27.96,5.75,2017
2017-01-29,26.3,21.1,23.8,29.7,22.9,26.4,2017-01-29T05:13,2017-01-29T19:02,49729.05,46221.34,0.0,0.0,0.0,0.0,19.2,44.3,148,24.98,4.57,2017
2017-01-30,36.5,21.7,27.7,40.7,25.3,30.7,2017-01-30T05:14,2017-01-30T19:02,49631.2,45520.7,0.0,0.0,0.0,0.0,22.8,45.0,25,25.57,6.26,2017
2017-01-31,39.3,22.3,26.8,39.2,22.8,27.6,2017-01-31T05:15,2017-01-31T19:01,49531.11,43969.97,0.0,0.0,0.0,0.0,30.0,66.2,189,25.46,6.03,2017
2017-02-01,25.3,21.8,23.2,28.1,22.4,25.3,2017-02-01T05:16,2017-02-01T19:00,49428.91,18479.81,1.3,1.3,0.0,2.0,18.4,37.1,154,13.19,2.91,2017
2017-02-02,24.4,20.9,22.7,26.4,22.1,24.0,2017-02-02T05:17,2017-02-02T18:59,49324.74,33918.7,3.4,3.4,0.0,4.0,24.8,56.5,158,18.28,3.63,2017
2017-02-03,25.6,20.9,23.6,27.6,23.7,25.9,2017-02-03T05:18,2017-02-03T18:59,49218.76,10008.3,0.5,0.5,0.0,2.0,16.8,36.0,61,12.26,2.68,2017
2017-02-04,29.9,23.0,26.3,35.8,26.9,30.1,2017-02-04T05:19,2017-02-04T18:58,49111.1,41303.16,0.5,0.5,0.0,4.0,17.3,36.0,55,21.82,4.58,2017
2017-02-05,36.6,26.9,30.5,40.4,27.3,32.5,2017-02-05T05:20,2017-02-05T18:57,49001.89,30260.29,0.1,0.1,0.0,1.0,20.9,41.4,5,19.57,6.32,2017
2017-02-06,29.8,23.5,27.4,34.9,24.2,29.9,2017-02-06T05:21,2017-02-06T18:56,48891.27,45291.68,0.5,0.5,0.0,3.0,28.5,55.4,174,28.61,6.27,2017
2017-02-07,24.3,21.8,23.1,27.1,22.6,25.5,2017-02-07T05:22,2017-02-07T18:55,48779.37,5.91,14.3,14.3,0.0,17.0,27.8,64.1,180,6.91,1.5,2017
2017-02-08,26.0,22.5,24.0,27.9,23.0,25.2,2017-02-08T05:23,2017-02-08T18:54,48666.32,43976.87,3.7,3.7,0.0,15.0,25.0,51.5,86,19.09,3.99,2017
