time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,year
2015-12-23,21.3,18.7,20.0,20.9,18.9,19.9,2015-12-23T04:41,2015-12-23T19:06,51859.78,41410.5,1.3,1.3,0.0,6.0,14.3,40.3,126,17.95,3.59,2015
2015-12-24,21.8,18.0,20.1,22.3,18.3,19.9,2015-12-24T04:42,2015-12-24T19:06,51855.99,48616.91,0.6,0.6,0.0,4.0,15.8,38.9,106,24.21,4.56,2015
2015-12-25,22.4,18.7,20.6,23.1,18.9,21.0,2015-12-25T04:42,2015-12-25T19:07,51848.93,47752.85,1.4,1.4,0.0,8.0,15.5,37.1,70,22.73,4.24,2015
2015-12-26,26.4,18.6,22.0,28.4,20.6,24.3,2015-12-26T04:43,2015-12-26T19:07,51838.56,37959.83,3.9,3.9,0.0,8.0,17.2,50.4,9,22.74,4.15,2015
2015-12-27,20.5,17.3,18.7,22.8,15.0,16.8,2015-12-27T04:44,2015-12-27T19:07,51824.76,44389.04,1.2,1.2,0.0,4.0,24.6,53.3,173,22.19,4.56,2015
2015-12-28,20.0,16.7,18.2,17.8,15.5,16.7,2015-12-28T04:44,2015-12-28T19:08,51807.54,36427.66,1.5,1.5,0.0,7.0,18.1,40.3,168,15.88,3.45,2015
2015-12-29,21.5,17.0,19.1,21.9,16.7,18.5,2015-12-29T04:45,2015-12-29T19:08,51786.93,48553.65,0.0,0.0,0.0,0.0,14.5,32.8,153,24.9,4.61,2015
2015-12-30,23.0,13.7,19.0,25.4,13.7,19.5,2015-12-30T04:45,2015-12-30T19:08,51763.03,48531.91,0.0,0.0,0.0,0.0,12.8,33.1,116,33.31,5.79,2015
2015-12-31,24.2,15.1,20.4,27.3,15.8,21.5,2015-12-31T04:46,2015-12-31T19:08,51735.89,48507.18,0.0,0.0,0.0,0.0,18.1,39.2,61,32.08,5.74,2015
2016-01-01,23.6,16.8,20.5,26.2,18.1,21.6,2016-01-01T04:47,2016-01-01T19:09,51705.61,48090.48,0.0,0.0,0.0,0.0,15.5,34.9,69,31.84,5.67,2016
2016-01-02,23.0,17.9,20.5,24.8,18.9,21.4,2016-01-02T04:48,2016-01-02T19:09,51672.23,39602.34,0.0,0.0,0.0,0.0,13.7,35.3,134,25.35,4.74,2016
2016-01-03,22.0,19.6,20.9,22.0,20.2,21.1,2016-01-03T04:48,2016-01-03T19:09,51635.84,3906.47,1.3,1.3,0.0,8.0,18.4,40.7,148,12.2,2.92,2016
2016-01-04,20.3,18.9,19.5,21.3,19.4,20.3,2016-01-04T04:49,2016-01-04T19:09,51596.51,0.0,15.6,15.6,0.0,23.0,18.2,34.2,116,4.98,1.36,2016
2016-01-05,19.7,18.2,18.8,19.6,17.2,18.5,2016-01-05T04:50,2016-01-05T19:09,51554.32,1622.96,52.3,52.3,0.0,21.0,21.8,40.7,127,5.66,1.56,2016
2016-01-06,18.9,17.5,18.5,18.9,16.2,17.9,2016-01-06T04:51,2016-01-06T19:09,51509.34,0.0,41.2,41.2,0.0,21.0,23.7,44.6,175,3.97,1.28,2016
2016-01-07,21.1,16.7,18.9,19.3,15.2,17.6,2016-01-07T04:52,2016-01-07T19:09,51461.65,45520.16,0.7,0.7,0.0,4.0,26.2,56.5,199,18.98,3.53,2016
2016-01-08,23.5,16.7,20.0,26.7,17.2,21.1,2016-01-08T04:53,2016-01-08T19:09,51411.32,47900.54,0.0,0.0,0.0,0.0,13.6,39.6,117,31.32,5.49,2016
2016-01-09,23.6,17.0,20.6,25.3,18.1,21.8,2016-01-09T04:53,2016-01-09T19:09,51358.44,48160.48,0.0,0.0,0.0,0.0,14.2,32.0,64,23.36,4.25,2016
2016-01-10,25.0,17.8,21.7,29.4,19.6,23.8,2016-01-10T04:54,2016-01-10T19:09,51303.08,48109.37,0.0,0.0,0.0,0.0,18.4,39.2,50,30.82,5.48,2016
2016-01-11,29.2,19.5,24.3,36.3,21.6,28.1,2016-01-11T04:55,2016-01-11T19:09,51245.32,48055.97,1.3,1.3,0.0,1.0,10.9,28.1,22,29.3,5.65,2016
2016-01-12,30.1,20.9,24.4,36.0,22.4,26.8,2016-01-12T04:56,2016-01-12T19:09,51185.23,46326.81,0.6,0.6,0.0,1.0,23.5,53.6,171,26.39,5.24,2016
2016-01-13,26.1,19.9,22.9,30.4,21.9,25.7,2016-01-13T04:57,2016-01-13T19:09,51122.89,47942.62,0.0,0.0,0.0,0.0,15.1,33.5,61,29.43,5.31,2016
2016-01-14,34.2,17.7,25.6,39.2,16.5,27.8,2016-01-14T04:58,2016-01-14T19:09,51058.37,42750.54,6.5,6.5,0.0,7.0,27.9,56.5,209,27.17,6.14,2016
2016-01-15,19.3,15.3,17.5,16.8,13.4,15.5,2016-01-15T04:59,2016-01-15T19:09,50991.75,25470.23,18.0,18.0,0.0,12.0,28.2,60.8,179,12.21,2.9,2016
2016-01-16,21.1,17.8,19.4,19.4,16.5,18.2,2016-01-16T05:00,2016-01-16T19:08,50922.47,45912.93,0.7,0.7,0.0,4.0,18.5,42.1,160,19.3,4.09,2016
2016-01-17,22.5,18.1,20.3,22.2,18.2,20.3,2016-01-17T05:01,2016-01-17T19:08,50850.16,46674.53,0.0,0.0,0.0,0.0,12.4,28.1,155,21.33,4.2,2016
2016-01-18,24.5,16.7,20.9,27.7,17.5,22.4,2016-01-18T05:02,2016-01-18T19:08,50774.97,46779.68,0.0,0.0,0.0,0.0,14.0,30.6,49,28.84,5.28,2016
2016-01-19,28.2,19.0,23.6,33.4,20.8,26.1,2016-01-19T05:03,2016-01-19T19:08,50697.04,46259.63,0.0,0.0,0.0,0.0,14.0,32.4,24,28.72,5.69,2016
2016-01-20,32.4,21.4,26.5,35.7,22.5,28.8,2016-01-20T05:04,2016-01-20T19:07,50616.53,45202.84,0.0,0.0,0.0,0.0,13.4,30.2,342,29.68,6.61,2016
2016-01-21,31.9,22.1,25.5,37.5,25.6,29.4,2016-01-21T05:05,2016-01-21T19:07,50533.55,30768.74,14.8,14.8,0.0,7.0,15.4,36.0,346,22.06,4.75,2016
2016-01-22,27.3,22.5,24.4,32.7,25.6,28.3,2016-01-22T05:06,2016-01-22T19:06,50448.27,23287.13,13.0,13.0,0.0,8.0,13.1,34.6,21,13.06,2.73,2016
2016-01-23,23.4,21.2,22.7,27.4,22.7,24.4,2016-01-23T05:07,2016-01-23T19:06,50360.8,46253.39,4.9,4.9,0.0,5.0,19.9,45.0,186,19.64,3.58,2016
2016-01-24,23.2,20.7,21.7,24.4,21.7,23.0,2016-01-24T05:08,2016-01-24T19:05,50271.29,9767.87,0.2,0.2,0.0,1.0,11.8,28.1,141,11.56,2.63,2016
2016-01-25,23.4,19.6,22.0,25.3,21.9,23.9,2016-01-25T05:09,2016-01-25T19:05,50179.86,19821.85,1.8,1.8,0.0,5.0,16.7,37.1,93,13.0,2.69,2016
2016-01-26,24.1,20.1,22.5,26.0,22.5,24.0,2016-01-26T05:10,2016-01-26T19:04,50086.66,44985.48,4.7,4.7,0.0,8.0,17.0,36.7,85,20.76,3.95,2016
2016-01-27,23.0,20.5,22.0,24.3,22.4,23.2,2016-01-27T05:11,2016-01-27T19:04,49991.8,11148.47,2.3,2.3,0.0,8.0,17.2,33.1,50,10.92,2.52,2016
2016-01-28,25.7,21.2,23.1,30.1,23.2,25.8,2016-01-28T05:12,2016-01-28T19:03,49895.42,33124.52,0.1,0.1,0.0,1.0,11.7,24.5,37,18.81,3.75,2016
2016-01-29,26.7,20.7,23.6,32.0,23.9,27.3,2016-01-29T05:13,2016-01-29T19:03,49797.64,46157.45,8.0,8.0,0.0,8.0,11.8,41.0,48,24.48,4.51,2016
2016-01-30,26.5,19.8,23.2,31.4,22.3,26.4,2016-01-30T05:14,2016-01-30T19:02,49698.58,45500.36,10.6,10.6,0.0,6.0,18.7,43.9,119,25.11,4.57,2016
2016-01-31,27.8,20.1,23.8,28.2,22.6,25.4,2016-01-31T05:15,2016-01-31T19:01,49598.37,45667.42,0.0,0.0,0.0,0.0,20.6,43.2,299,27.34,5.5,2016
2016-02-01,24.6,18.9,21.8,26.8,20.2,23.3,2016-02-01T05:16,2016-02-01T19:01,49497.11,45421.72,2.5,2.5,0.0,3.0,13.1,34.9,242,20.82,3.93,2016
2016-02-02,24.5,18.0,21.1,27.7,18.9,22.5,2016-02-02T05:17,2016-02-02T19:00,49394.94,45776.17,0.0,0.0,0.0,0.0,14.5,35.3,171,27.44,4.94,2016
2016-02-03,24.7,17.3,22.3,26.5,19.0,24.0,2016-02-03T05:18,2016-02-03T18:59,49291.96,38914.04,0.0,0.0,0.0,0.0,17.7,38.2,103,16.27,3.34,2016
2016-02-04,22.2,19.8,20.9,21.4,18.6,19.7,2016-02-04T05:19,2016-02-04T18:58,49188.28,26532.19,1.3,1.3,0.0,8.0,31.4,61.2,183,12.24,3.04,2016
2016-02-05,22.4,19.9,21.2,20.9,18.2,19.5,2016-02-05T05:20,2016-02-05T18:58,49083.13,37279.77,0.4,0.4,0.0,3.0,26.9,58.7,166,16.24,4.25,2016
2016-02-06,23.4,20.4,21.7,23.9,20.4,21.8,2016-02-06T05:21,2016-02-06T18:57,48976.02,45120.76,1.4,1.4,0.0,5.0,17.3,43.9,141,20.63,4.27,2016
2016-02-07,24.1,19.1,21.6,25.5,20.2,22.9,2016-02-07T05:22,2016-02-07T18:56,48867.07,45058.75,0.4,0.4,0.0,3.0,12.0,30.6,140,20.5,3.91,2016
2016-02-08,25.1,18.0,21.9,28.8,19.3,24.0,2016-02-08T05:23,2016-02-08T18:55,48756.43,45034.02,0.0,0.0,0.0,0.0,11.8,31.0,165,26.95,4.86,2016
2016-02-09,24.0,20.3,22.0,25.9,22.4,23.5,2016-02-09T05:24,2016-02-09T18:54,48644.22,44563.32,1.2,1.2,0.0,6.0,18.1,40.7,155,24.7,4.43,2016
2016-02-10,25.5,16.9,21.9,29.7,18.2,23.7,2016-02-10T05:24,2016-02-10T18:53,48530.59,44993.86,0.0,0.0,0.0,0.0,16.9,37.1,38,28.61,5.36,2016
2016-02-11,25.8,19.2,23.0,29.1,21.4,25.0,2016-02-11T05:25,2016-02-11T18:52,48415.67,43234.84,0.0,0.0,0.0,0.0,15.3,35.3,75,25.47,4.82,2016
2016-02-12,25.2,19.9,22.9,28.8,22.8,25.7,2016-02-12T05:26,2016-02-12T18:51,48299.57,44740.93,1.0,1.0,0.0,5.0,15.2,36.0,65,24.12,4.44,2016
2016-02-13,26.8,20.0,23.4,30.2,22.4,25.5,2016-02-13T05:27,2016-02-13T18:50,48182.43,44738.93,0.0,0.0,0.0,0.0,16.6,35.6,33,27.27,5.31,2016
2016-02-14,31.3,20.9,24.6,37.0,23.6,27.5,2016-02-14T05:28,2016-02-14T18:49,48064.36,44477.93,0.9,0.9,0.0,1.0,21.1,43.2,143,26.35,5.35,2016
2016-02-15,27.5,22.1,24.2,30.6,24.1,27.2,2016-02-15T05:29,2016-02-15T18:48,47945.49,42365.12,0.4,0.4,0.0,4.0,14.1,31.3,149,18.47,3.76,2016
2016-02-16,24.8,19.3,22.1,26.7,18.8,22.7,2016-02-16T05:30,2016-02-16T18:47,47825.93,43324.05,0.5,0.5,0.0,3.0,22.2,54.0,169,25.49,4.92,2016
2016-02-17,22.0,18.2,19.7,21.7,17.4,19.3,2016-02-17T05:31,2016-02-17T18:46,47705.8,22706.58,0.7,0.7,0.0,3.0,15.2,30.6,156,14.3,3.23,2016
2016-02-18,24.7,16.7,21.5,26.2,17.4,22.4,2016-02-18T05:32,2016-02-18T18:45,47585.22,44281.07,0.0,0.0,0.0,0.0,17.1,37.4,83,20.92,4.12,2016
2016-02-19,27.6,19.7,23.9,32.2,21.7,26.8,2016-02-19T05:33,2016-02-19T18:44,47464.3,44162.25,0.0,0.0,0.0,0.0,17.2,36.4,33,25.54,4.9,2016
2016-02-20,25.1,21.4,23.3,27.8,23.1,25.3,2016-02-20T05:34,2016-02-20T18:43,47343.13,40242.23,1.1,1.1,0.0,5.0,18.8,47.9,172,18.93,3.59,2016
2016-02-21,25.6,21.4,23.3,28.8,23.4,25.9,2016-02-21T05:35,2016-02-21T18:42,47221.84,43601.95,1.1,1.1,0.0,8.0,14.8,37.8,131,20.48,3.82,2016
2016-02-22,27.3,20.0,23.6,31.5,23.3,26.7,2016-02-22T05:36,2016-02-22T18:41,47100.52,43553.26,0.0,0.0,0.0,0.0,17.4,36.7,48,26.12,5.01,2016
2016-02-23,27.4,20.9,24.0,30.9,23.7,26.6,2016-02-23T05:37,2016-02-23T18:40,46979.3,43567.67,0.0,0.0,0.0,0.0,16.4,35.6,44,27.32,5.36,2016
2016-02-24,29.4,20.9,24.7,32.7,23.2,27.2,2016-02-24T05:38,2016-02-24T18:39,46858.25,43500.16,0.0,0.0,0.0,0.0,18.1,40.7,41,27.42,5.55,2016
2016-02-25,32.5,21.5,26.6,37.5,24.7,29.9,2016-02-25T05:38,2016-02-25T18:37,46736.62,43362.63,0.0,0.0,0.0,0.0,13.8,29.9,23,27.06,5.86,2016
2016-02-26,26.3,22.9,24.5,28.9,23.8,26.0,2016-02-26T05:39,2016-02-26T18:36,46613.91,42555.58,0.0,0.0,0.0,0.0,27.1,50.0,157,21.56,4.55,2016
2016-02-27,25.3,21.9,23.3,27.3,23.5,24.6,2016-02-27T05:40,2016-02-27T18:35,46490.21,42904.8,1.9,1.9,0.0,9.0,15.9,42.8,115,20.03,4.18,2016
2016-02-28,26.3,20.6,23.2,29.4,22.9,25.0,2016-02-28T05:41,2016-02-28T18:34,46365.64,42940.49,0.0,0.0,0.0,0.0,16.2,37.8,101,23.12,4.6,2016
2016-02-29,25.3,19.4,22.6,28.2,21.6,24.7,2016-02-29T05:42,2016-02-29T18:33,46240.29,42804.76,0.7,0.7,0.0,6.0,13.4,34.6,131,18.19,3.53,2016
2016-03-01,26.0,20.2,23.0,28.6,23.0,25.2,2016-03-01T05:43,2016-03-01T18:31,46114.25,42755.13,0.7,0.7,0.0,5.0,17.1,36.0,61,20.76,4.13,2016
2016-03-02,27.5,20.3,23.6,30.3,22.7,25.8,2016-03-02T05:44,2016-03-02T18:30,45987.65,42705.75,0.0,0.0,0.0,0.0,18.8,39.6,38,23.77,4.71,2016
2016-03-03,27.5,21.5,24.0,30.8,24.7,26.8,2016-03-03T05:44,2016-03-03T18:29,45860.56,42656.62,0.0,0.0,0.0,0.0,20.3,43.2,52,24.57,4.67,2016
2016-03-04,26.2,21.3,23.4,28.3,24.2,25.6,2016-03-04T05:45,2016-03-04T18:28,45733.09,42607.71,0.0,0.0,0.0,0.0,18.5,41.8,53,21.79,4.22,2016
2016-03-05,26.8,19.5,23.1,29.4,22.0,25.0,2016-03-05T05:46,2016-03-05T18:26,45605.33,42559.04,0.0,0.0,0.0,0.0,17.4,37.8,50,25.73,5.06,2016
2016-03-06,27.3,20.1,23.4,29.8,22.1,25.4,2016-03-06T05:47,2016-03-06T18:25,45477.38,42510.58,0.0,0.0,0.0,0.0,20.9,45.7,52,23.79,4.61,2016
2016-03-07,27.6,20.7,23.9,31.4,24.0,26.8,2016-03-07T05:48,2016-03-07T18:24,45349.33,42438.23,0.0,0.0,0.0,0.0,18.4,39.6,66,24.66,4.78,2016
2016-03-08,26.7,21.6,24.0,29.2,25.1,26.4,2016-03-08T05:49,2016-03-08T18:22,45221.27,42312.09,0.0,0.0,0.0,0.0,18.4,41.0,66,23.3,4.54,2016
2016-03-09,29.0,21.8,24.8,33.2,25.5,28.2,2016-03-09T05:49,2016-03-09T18:21,45093.29,42185.84,0.0,0.0,0.0,0.0,15.9,35.3,40,22.48,4.56,2016
2016-03-10,27.4,21.7,24.4,31.1,25.5,27.9,2016-03-10T05:50,2016-03-10T18:20,44965.49,42059.61,0.0,0.0,0.0,0.0,16.5,34.2,126,20.49,3.87,2016
2016-03-11,27.3,22.8,24.4,31.6,26.4,27.9,2016-03-11T05:51,2016-03-11T18:18,44837.95,36666.68,0.4,0.4,0.0,2.0,10.7,40.3,61,18.48,3.65,2016
2016-03-12,27.7,21.3,24.4,31.6,25.3,27.7,2016-03-12T05:52,2016-03-12T18:17,44710.77,41807.5,0.0,0.0,0.0,0.0,17.4,36.7,67,20.84,4.18,2016
2016-03-13,27.1,22.2,24.3,29.6,25.1,26.8,2016-03-13T05:53,2016-03-13T18:16,44584.02,41681.79,0.0,0.0,0.0,0.0,16.5,36.0,60,20.32,4.1,2016
2016-03-14,26.6,21.6,23.5,29.3,24.5,26.7,2016-03-14T05:53,2016-03-14T18:14,44457.81,32866.79,4.2,4.2,0.0,10.0,16.1,37.4,168,13.46,2.74,2016
2016-03-15,24.6,21.0,22.5,25.3,22.2,23.5,2016-03-15T05:54,2016-03-15T18:13,44332.22,40155.77,2.7,2.7,0.0,11.0,19.9,45.0,173,16.41,3.4,2016
2016-03-16,23.3,19.8,21.3,24.3,21.1,22.4,2016-03-16T05:55,2016-03-16T18:12,44206.56,38870.17,3.8,3.8,0.0,10.0,17.2,41.0,162,14.71,2.86,2016
2016-03-17,23.8,19.2,21.6,25.8,21.0,23.4,2016-03-17T05:56,2016-03-17T18:10,44080.35,41179.78,1.1,1.1,0.0,7.0,12.8,31.3,77,15.34,3.0,2016
2016-03-18,27.2,19.4,22.4,28.0,17.3,22.8,2016-03-18T05:57,2016-03-18T18:09,43953.68,31683.38,3.9,3.9,0.0,4.0,24.1,64.8,320,12.82,3.31,2016
2016-03-19,21.3,16.5,19.0,21.8,14.6,17.5,2016-03-19T05:57,2016-03-19T18:08,43826.63,40347.95,0.0,0.0,0.0,0.0,19.4,40.0,201,19.23,4.19,2016
2016-03-20,19.7,17.0,18.1,18.5,15.9,17.2,2016-03-20T05:58,2016-03-20T18:06,43699.29,38216.62,3.5,3.5,0.0,10.0,18.8,42.5,183,15.16,2.79,2016
2016-03-21,19.4,16.6,17.7,18.9,16.1,17.2,2016-03-21T05:59,2016-03-21T18:05,43571.71,38821.88,4.8,4.8,0.0,10.0,17.2,42.8,188,15.44,2.62,2016
2016-03-22,20.1,16.4,18.2,18.3,15.5,17.0,2016-03-22T06:00,2016-03-22T18:04,43444.01,40540.87,0.3,0.3,0.0,3.0,20.7,44.3,200,16.16,3.08,2016
2016-03-23,23.2,16.3,19.9,25.5,16.3,20.5,2016-03-23T06:00,2016-03-23T18:02,43316.25,40412.08,0.0,0.0,0.0,0.0,13.2,29.5,215,22.23,4.07,2016
2016-03-24,25.6,15.1,21.2,26.6,15.4,21.7,2016-03-24T06:01,2016-03-24T18:01,43188.51,40283.14,0.0,0.0,0.0,0.0,17.0,36.4,42,21.41,4.24,2016
2016-03-25,25.4,19.6,22.0,26.0,20.7,23.0,2016-03-25T06:02,2016-03-25T18:00,43060.88,33398.61,0.0,0.0,0.0,0.0,13.2,23.4,302,12.53,2.72,2016
2016-03-26,23.6,18.5,21.3,24.8,19.8,22.6,2016-03-26T06:03,2016-03-26T17:58,42933.43,40025.12,0.0,0.0,0.0,0.0,17.0,35.3,112,16.85,3.2,2016
2016-03-27,23.0,19.0,20.9,24.2,21.2,22.8,2016-03-27T06:03,2016-03-27T17:57,42806.25,38652.8,2.2,2.2,0.0,9.0,15.5,32.4,121,14.26,2.49,2016
2016-03-28,23.4,18.9,20.8,25.2,20.8,22.8,2016-03-28T06:04,2016-03-28T17:55,42679.42,30688.02,1.5,1.5,0.0,9.0,11.9,27.4,156,10.29,1.9,2016
2016-03-29,22.2,18.9,20.8,23.9,19.8,22.4,2016-03-29T06:05,2016-03-29T17:54,42553.02,3233.23,2.5,2.5,0.0,7.0,14.5,32.4,196,5.92,1.28,2016
2016-03-30,25.6,17.9,21.1,26.0,17.8,21.2,2016-03-30T06:06,2016-03-30T17:53,42427.12,38840.49,2.6,2.6,0.0,2.0,15.5,36.0,273,18.65,3.91,2016
2016-03-31,22.7,17.7,19.9,22.7,16.4,19.5,2016-03-31T06:06,2016-03-31T17:51,42301.83,39383.26,0.0,0.0,0.0,0.0,14.0,32.8,207,17.44,3.54,2016
2016-04-01,24.9,15.4,20.6,26.1,16.1,21.7,2016-04-01T06:07,2016-04-01T17:50,42177.21,39256.12,0.0,0.0,0.0,0.0,15.9,31.3,17,20.55,3.78,2016
2016-04-02,28.2,17.1,22.4,27.6,16.7,22.7,2016-04-02T06:08,2016-04-02T17:49,42053.36,38235.43,0.0,0.0,0.0,0.0,10.1,23.0,251,20.25,4.2,2016
2016-04-03,21.6,19.6,20.5,22.8,20.3,21.5,2016-04-03T06:09,2016-04-03T17:47,41930.36,36440.2,3.2,3.2,0.0,12.0,15.3,34.9,150,13.0,2.47,2016
2016-04-04,22.7,18.4,20.6,24.4,20.2,22.4,2016-04-04T06:09,2016-04-04T17:46,41808.29,31064.48,4.5,4.5,0.0,12.0,11.2,32.0,127,11.58,2.17,2016
2016-04-05,25.7,19.4,22.3,27.1,20.9,23.5,2016-04-05T06:10,2016-04-05T17:45,41686.52,38586.53,0.0,0.0,0.0,0.0,20.2,40.7,31,17.67,3.61,2016
2016-04-06,30.0,20.0,24.6,30.6,20.7,25.3,2016-04-06T06:11,2016-04-06T17:44,41564.59,38428.06,0.0,0.0,0.0,0.0,15.7,37.1,348,19.09,4.57,2016
2016-04-07,23.2,19.3,20.1,23.3,18.4,19.4,2016-04-07T06:12,2016-04-07T17:42,41442.6,7073.34,0.0,0.0,0.0,0.0,20.1,42.5,160,5.96,2.08,2016
2016-04-08,20.6,18.2,19.5,21.8,19.1,20.7,2016-04-08T06:12,2016-04-08T17:41,41320.61,0.0,0.6,0.6,0.0,4.0,12.8,23.8,19,4.92,1.2,2016
2016-04-09,23.4,17.3,19.7,24.4,16.9,20.5,2016-04-09T06:13,2016-04-09T17:40,41198.71,37222.45,0.0,0.0,0.0,0.0,13.1,28.8,184,18.66,3.34,2016
2016-04-10,25.3,15.7,20.1,25.8,16.7,21.2,2016-04-10T06:14,2016-04-10T17:38,41076.98,36444.04,0.0,0.0,0.0,0.0,7.6,18.4,297,18.78,3.38,2016
2016-04-11,23.9,15.8,19.6,23.9,15.3,19.5,2016-04-11T06:15,2016-04-11T17:37,40955.5,37375.64,0.0,0.0,0.0,0.0,16.3,34.9,179,19.08,3.66,2016
2016-04-12,20.8,17.7,19.1,19.9,18.2,19.1,2016-04-12T06:15,2016-04-12T17:36,40834.35,32112.43,1.5,1.5,0.0,5.0,13.4,32.8,164,9.88,2.18,2016
2016-04-13,21.5,17.2,19.2,21.1,17.3,19.4,2016-04-13T06:16,2016-04-13T17:35,40713.61,36596.36,0.5,0.5,0.0,3.0,11.0,27.4,150,13.34,2.52,2016
2016-04-14,21.4,16.4,19.4,22.4,17.6,20.4,2016-04-14T06:17,2016-04-14T17:33,40593.37,36064.14,0.8,0.8,0.0,5.0,13.4,29.9,49,11.61,2.21,2016
2016-04-15,24.1,16.0,20.4,24.5,17.0,21.0,2016-04-15T06:17,2016-04-15T17:32,40473.71,36239.05,0.0,0.0,0.0,0.0,14.8,34.9,17,17.4,3.32,2016
2016-04-16,24.8,17.5,20.8,26.3,18.6,22.1,2016-04-16T06:18,2016-04-16T17:31,40354.73,34436.28,0.0,0.0,0.0,0.0,11.2,18.4,60,14.71,2.78,2016
2016-04-17,19.8,17.2,18.6,20.4,17.9,19.1,2016-04-17T06:19,2016-04-17T17:30,40236.5,31973.87,11.3,11.3,0.0,7.0,17.0,37.8,179,8.72,1.56,2016
2016-04-18,20.7,16.6,18.3,21.4,16.9,18.7,2016-04-18T06:20,2016-04-18T17:28,40119.12,33424.43,0.9,0.9,0.0,4.0,13.9,28.4,188,12.24,2.1,2016
2016-04-19,21.6,17.2,19.3,22.6,18.1,20.5,2016-04-19T06:20,2016-04-19T17:27,40002.68,36011.88,1.1,1.1,0.0,6.0,10.2,22.0,188,12.91,2.27,2016
2016-04-20,22.7,16.6,19.5,24.2,18.0,21.1,2016-04-20T06:21,2016-04-20T17:26,39887.27,35145.27,0.0,0.0,0.0,0.0,10.9,22.3,63,13.78,2.43,2016
2016-04-21,23.6,17.2,20.2,25.6,19.2,22.3,2016-04-21T06:22,2016-04-21T17:25,39772.99,36000.0,0.0,0.0,0.0,0.0,12.2,24.8,14,15.04,2.62,2016
2016-04-22,22.6,15.7,19.0,23.7,16.6,20.0,2016-04-22T06:23,2016-04-22T17:24,39659.93,34978.27,2.9,2.9,0.0,6.0,15.9,38.2,206,13.5,2.29,2016
2016-04-23,18.4,16.4,17.4,16.9,14.4,15.7,2016-04-23T06:23,2016-04-23T17:23,39548.18,35788.58,3.4,3.4,0.0,13.0,25.5,58.3,199,9.08,2.12,2016
2016-04-24,19.7,16.9,18.1,18.4,15.8,17.2,2016-04-24T06:24,2016-04-24T17:21,39437.85,35785.25,1.5,1.5,0.0,9.0,16.3,41.8,165,12.02,2.48,2016
2016-04-25,20.9,15.0,18.1,20.4,14.9,17.9,2016-04-25T06:25,2016-04-25T17:20,39328.33,35727.79,0.0,0.0,0.0,0.0,9.1,19.8,139,14.25,2.6,2016
2016-04-26,22.0,14.3,18.9,22.1,14.0,19.1,2016-04-26T06:26,2016-04-26T17:19,39219.21,35698.2,0.0,0.0,0.0,0.0,11.4,26.6,95,14.55,2.66,2016
2016-04-27,22.3,15.0,19.3,21.8,15.1,19.8,2016-04-27T06:26,2016-04-27T17:18,39110.55,35632.63,0.0,0.0,0.0,0.0,15.4,32.0,17,12.7,2.41,2016
2016-04-28,23.2,15.2,19.4,24.1,16.5,20.6,2016-04-28T06:27,2016-04-28T17:17,39002.45,30398.42,0.0,0.0,0.0,0.0,11.9,23.8,12,12.85,2.31,2016
2016-04-29,24.1,17.0,20.4,25.4,18.4,21.8,2016-04-29T06:28,2016-04-29T17:16,38894.99,32984.07,0.0,0.0,0.0,0.0,12.7,27.7,17,14.21,2.64,2016
2016-04-30,23.0,18.5,20.4,24.1,19.9,21.7,2016-04-30T06:29,2016-04-30T17:15,38788.27,21275.99,0.9,0.9,0.0,3.0,11.3,29.9,350,8.55,1.78,2016
2016-05-01,25.2,18.3,21.1,24.4,16.9,20.9,2016-05-01T06:30,2016-05-01T17:14,38682.37,24535.28,0.9,0.9,0.0,3.0,21.5,51.5,323,10.28,2.72,2016
2016-05-02,23.5,13.0,18.4,21.5,12.1,17.3,2016-05-02T06:30,2016-05-02T17:13,38577.37,33663.72,0.0,0.0,0.0,0.0,10.4,32.8,298,15.32,3.11,2016
2016-05-03,23.1,11.6,17.5,20.2,10.8,16.0,2016-05-03T06:31,2016-05-03T17:12,38473.38,35210.9,0.0,0.0,0.0,0.0,17.8,37.8,318,15.31,3.3,2016
2016-05-04,22.5,14.9,18.4,21.5,13.4,17.3,2016-05-04T06:32,2016-05-04T17:11,38370.48,35150.21,0.0,0.0,0.0,0.0,14.2,25.9,304,14.54,3.06,2016
2016-05-05,21.4,13.8,17.5,21.1,13.8,17.6,2016-05-05T06:33,2016-05-05T17:10,38268.79,35090.59,0.0,0.0,0.0,0.0,10.8,23.8,351,14.58,2.48,2016
2016-05-06,23.1,12.9,17.7,23.3,12.6,17.8,2016-05-06T06:33,2016-05-06T17:09,38168.38,35032.13,0.0,0.0,0.0,0.0,7.9,18.4,333,14.57,2.54,2016
2016-05-07,21.9,12.1,17.7,22.3,12.1,18.7,2016-05-07T06:34,2016-05-07T17:09,38069.36,32594.98,0.0,0.0,0.0,0.0,11.3,24.8,36,13.33,2.21,2016
2016-05-08,20.8,17.3,18.9,22.3,18.5,20.4,2016-05-08T06:35,2016-05-08T17:08,37971.82,861.12,1.2,1.2,0.0,4.0,6.4,18.0,4,4.33,0.91,2016
